,cartodb_id,the_geom,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged
11703,11099,0101000020E61000000B62A06B5F8052C000529B38B9514440,44662,,NYCACS: 360501,Bca Early Childhood Ed Center,812,54 Street,812 54 Street,Brooklyn,Brooklyn,3,11220.0,40.638465,-74.005824,982633.4993,171886.3455,3139119.0,3056720011.0,312.0,38,10600,BK34,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 115,,NYCACS: Seats in Contract,,,,,Non-public,Brooklyn Chinese American Association,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11704,11100,0101000020E6100000DBDE6E490E7F52C07F86376BF04E4440,41033,,NYCACS: 360504,Bca Bensonhurst DCC,6409,20 Avenue,6409 20 Avenue,Brooklyn,Brooklyn,3,11204.0,40.616712,-73.985247,988345.9373,163961.6895,3133622.0,3055490005.0,311.0,47,25400,BK28,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 65,,NYCACS: Seats in Contract,,,,,Non-public,Brooklyn Chinese American Association,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11705,11101,0101000020E6100000D2DF4BE1417A52C04EF04DD3676B4440,34145,,NYCACS: 1131302,Help II,285,East  171 Street,285 East  171 Street,Bronx,Bronx,2,10457.0,40.839106,-73.910271,1009078.3471,244999.1538,2094523.0,2027870001.0,204.0,16,22500,BX14,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 53,,NYCACS: Seats in Contract,,,,,Non-public,HELP Day Care Corporation,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11706,11102,0101000020E6100000AD510FD1E87652C0D8BAD408FD604440,3931,,NYCACS: 833301,Malcolm X Early Ch Ed Ctr,111-12,Northern Boulevard,111-12 Northern Boulevard,Corona,Queens,4,11368.0,40.757722,-73.85796,1023600.8605,215367.0314,4042862.0,4017260005.0,403.0,21,38100,QN26,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 135,,NYCACS: Seats in Contract,,,,City Leased,Non-public,Sheltering Arms Children & Family Services,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11707,11103,0101000020E6100000E41071732A7A52C00533A6608D694440,6786,,NYCACS: 191504,Five Star Day Care Center,3261,3 Avenue,3261 3 Avenue,Bronx,Bronx,2,10456.0,40.824627,-73.908841,1009479.4441,239724.091,2001228.0,2023680039.0,203.0,17,18500,BX35,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 91,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Southeast Bronx Neighborhood Centers, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11708,11105,0101000020E6100000070C923EAD7D52C083C0CAA1455A4440,43426,,NYCACS: 321303,Williamsburg CCC,110,Taylor Street,110 Taylor Street,Brooklyn,Brooklyn,3,11249.0,40.70525,-73.963699,994314.6582,196220.1655,3341989.0,3021760001.0,301.0,33,54500,BK72,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 45,,NYCACS: Seats in Contract,,,,,Non-public,Sheltering Arms Children & Family Services,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11709,11106,0101000020E610000034DB15FA607E52C0B3B112F3AC5C4440,37013,,NYCACS: 708704,Virginia Day Nursery,464,East   10 Street,464 East   10 Street,New York,Manhattan,1,10009.0,40.724028,-73.974669,991271.2984,203060.5486,1077538.0,1003620010.0,103.0,2,2400,MN28,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 45,,NYCACS: Seats in Contract,,,,,Non-public,Sheltering Arms Children & Family Services,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11710,11107,0101000020E61000002AE3DF675C7952C020D5B0DF13554440,18346,,NYCACS: 341909,Children's Corner DCC,565,Livonia Avenue,565 Livonia Avenue,Brooklyn,Brooklyn,3,11207.0,40.664669,-73.896265,1013028.9527,181450.1986,3084621.0,3038030046.0,305.0,42,113000,BK85,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 174,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"University Settlement Society of NY, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11711,11108,0101000020E61000003EE8D9ACFA7952C0D57B2AA73D6B4440,32646,,NYCACS: 102401,Aleene Logan Preschool Ctr,1450,Webster Avenue,1450 Webster Avenue,Bronx,Bronx,2,10456.0,40.837819,-73.905925,1010281.278,244531.4933,2092076.0,2028950001.0,203.0,16,14702,BX01,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 52,,NYCACS: Seats in Contract,,,,,Non-public,"Claremont Neighborhood Centers, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11712,11109,0101000020E6100000471D1D57237C52C00CB265F9BA664440,36768,,NYCACS: 715801,Union Settlmt Pequenos Souls,114,East  122 Street,114 East  122 Street,New York,Manhattan,1,10035.0,40.802581,-73.939657,1000956.1087,231684.8379,1054408.0,1017700159.0,111.0,9,19600,MN34,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 59,,NYCACS: Seats in Contract,,,,,Non-public,"Union Settlement Association, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11713,11111,0101000020E6100000153AAFB14B7D52C078D503E6215B4440,4444,,NYCACS: 300409,Bushwick United Hdfc 5,243,South    2 Street,243 South    2 Street,Brooklyn,Brooklyn,3,11211.0,40.711972,-73.957745,995964.3704,198670.0676,3256381.0,3024080032.0,301.0,34,52300,BK73,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 55,,NYCACS: Seats in Contract,,,,City Owned,Non-public,Bushwick United Housing Dev Fund Corp.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11714,11112,0101000020E6100000C898BB96907C52C03E93FDF334664440,34747,,NYCACS: 759403,Taft Early Childhood Ctr,1724,Madison Avenue,1724 Madison Avenue,New York,Manhattan,1,10029.0,40.798491,-73.946325,999111.1889,230193.3428,1080504.0,1016180001.0,111.0,9,18400,MN34,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 49,,NYCACS: Seats in Contract,,,,,Non-public,"Children's Aid Society, Inc",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11715,11113,0101000020E610000025CCB4FD2B7A52C0AF5E454607564440,45412,,NYCACS: 304705,Ywca - Brownsville Elc,1592,East New York Avenue,1592 East New York Avenue,Brooklyn,Brooklyn,3,11212.0,40.672097,-73.908935,1009511.2645,184152.4357,3339438.0,3034890001.0,316.0,41,90600,BK81,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 30,,NYCACS: Seats in Contract,,,,,Non-public,YWCA of the City of New York,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11716,11114,0101000020E6100000B91803EB387C52C07558E1968F644440,19535,,NYCACS: 759401,P.S.50,433,East  100 Street,433 East  100 Street,New York,Manhattan,1,10029.0,40.785632,-73.940974,1000595.72,225509.2442,1083933.0,1016940001.0,111.0,8,16200,MN33,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 62,,NYCACS: Seats in Contract,,,,,Non-public,"Children's Aid Society, Inc",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11717,11115,0101000020E6100000A81ABD1AA07A52C0C93D5DDDB1544440,21134,,NYCACS: 314501,Sco Services - Saratoga,774,Saratoga Avenue,774 Saratoga Avenue,Brooklyn,Brooklyn,3,11212.0,40.661678,-73.916022,1007548.8894,180354.7754,3326658.0,3035680001.0,316.0,41,89400,BK81,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 106,,NYCACS: Seats in Contract,,,,City Leased,Non-public,SCO Family of Services,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11718,11116,0101000020E610000085B4C6A0137B52C096D05D1267554440,43489,,NYCACS: 1601901,Inner Force Tots  Inc.,1181,East New York Avenue,1181 East New York Avenue,Brooklyn,Brooklyn,3,11212.0,40.667208,-73.923073,1005590.8413,182367.4689,3037640.0,3013990125.0,308.0,41,35900,BK61,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 339,,NYCACS: Seats in Contract,,,,,Non-public,Inner Force Tots Inc,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11719,11117,0101000020E61000000744882B677B52C0EA07759142594440,17741,,NYCACS: 325101,Bushwick United Hdfc 7,600,Hart Street,600 Hart Street,Brooklyn,Brooklyn,3,11221.0,40.697344,-73.928172,1004167.2876,193345.8603,3073394.0,3032270010.0,304.0,34,42300,BK78,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 150,,NYCACS: Seats in Contract,,,,City Leased,Non-public,Bushwick United Housing Dev Fund Corp.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11720,11118,0101000020E61000007E8AE3C0AB7152C059F96530464C4440,27056,,NYCACS: 846001,Blanche Comm  #2,44-02,Beach Channel Drive,44-02 Beach Channel Drive,Far Rockaway,Queens,4,11691.0,40.595892,-73.776108,1046427.9375,156455.2712,4463476.0,4159670001.0,414.0,31,97203,QN12,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 145,,NYCACS: Seats in Contract,,,,,Non-public,"Blanche Community Progress DCC, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11721,11119,0101000020E610000094861A85247C52C09A081B9E5E694440,16793,,NYCACS: 740901,Lssny - Early Life Ctr 13,218,West  147 Street,218 West  147 Street,New York,Manhattan,1,10039.0,40.8232,-73.939729,1000931.1947,239196.8474,1060503.0,1020320017.0,110.0,9,23400,MN03,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 72,,NYCACS: Seats in Contract,,,,City Leased,Non-public,Lutheran Social Services of NY,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11722,11120,0101000020E6100000C042E6CAA07952C026E5EE737C684440,32543,,NYCACS: 1571301,Trabajamos Community HS 1,940,East  156 Street,940 East  156 Street,Bronx,Bronx,2,10455.0,40.816298,-73.900439,1011808.2288,236692.1097,2005412.0,2027010001.0,202.0,17,8500,BX33,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 26,,NYCACS: Seats in Contract,,,,,Non-public,"Trabajamos Community Head Start, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11723,11121,0101000020E6100000FF959526A57952C010CEA78E55704440,2869,,NYCACS: 1582101,Kingsbridge Hgts Comm Ctr,3101,Kingsbridge Terrace,3101 Kingsbridge Terrace,Bronx,Bronx,2,10463.0,40.877611,-73.900705,1011709.1627,259030.8705,2015788.0,2032570111.0,208.0,14,27700,BX28,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 64,,NYCACS: Seats in Contract,,,,City Owned,Non-public,Kingsbridge Heights Community Center,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11724,11123,0101000020E6100000969350FA427B52C0C7F0D8CF62594440,18327,,NYCACS: 353301,Bushwick United Hdfc 6,200,Central Avenue,200 Central Avenue,Brooklyn,Brooklyn,3,11221.0,40.698328,-73.925963,1004779.6802,193704.7616,3073408.0,3032280020.0,304.0,34,42300,BK78,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 128,,NYCACS: Seats in Contract,,,,City Leased,Non-public,Bushwick United Housing Dev Fund Corp.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11725,11124,0101000020E6100000766B990CC77752C0E15F048D99564440,45883,,NYCACS: 341910,Friends Of Crown Heights 5,374,Pine Street,374 Pine Street,Brooklyn,Brooklyn,3,11208.0,40.676561,-73.871524,1019886.5814,185792.0492,3094691.0,3042140027.0,305.0,42,119600,BK82,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 127,,NYCACS: Seats in Contract,,,,,Non-public,"Friends of Crown Heights Educational Ctrs, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11726,11125,0101000020E6100000F6EFFACC597952C0D34F38BBB56C4440,18870,,NYCACS: 118101,Trabajamos Community HS # 4,1997,Bathgate Avenue,1997 Bathgate Avenue,Bronx,Bronx,2,10457.0,40.849296,-73.896106,1012993.3853,248715.9916,2011440.0,2030440024.0,206.0,15,39500,BX01,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 135,,NYCACS: Seats in Contract,,,,City Leased,Non-public,"Trabajamos Community Head Start, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11727,11126,0101000020E610000033DC80CF0F7C52C00074982F2F564440,43256,,NYCACS: 300304,Edward L. Cleveland DCC,1185,Park Place,1185 Park Place,Brooklyn,Brooklyn,3,11213.0,40.673315,-73.938465,1001319.2271,184589.2436,3324613.0,3013520080.0,308.0,36,34300,BK61,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 75,,NYCACS: Seats in Contract,,,,,Non-public,"Brooklyn Kindergarten Society, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11728,11127,0101000020E61000006D718DCF647F52C01DAA29C93A5C4440,38957,,NYCACS: 1575701,University Settlement HS,184,Eldridge Street,184 Eldridge Street,New York,Manhattan,1,10002.0,40.720544,-73.990528,986875.4593,201790.3188,1005483.0,1004150018.0,103.0,1,1800,MN27,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 132,,NYCACS: Seats in Contract,,,,,Non-public,"University Settlement Society of NY, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11729,11128,0101000020E61000000ABFD4CF9B7852C0A08CF161F66C4440,34347,,NYCACS: 182701,Trabajamos Community HS 3,2260,Crotona Avenue,2260 Crotona Avenue,Bronx,Bronx,2,10457.0,40.851269,-73.88451,1016200.4833,249438.7207,2012816.0,2031010023.0,206.0,15,39300,BX06,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 53,,NYCACS: Seats in Contract,,,,,Non-public,"Trabajamos Community Head Start, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11730,11129,0101000020E61000004DA3C9C5187752C0622D3E05C0604440,15542,,NYCACS: 824701,The Child Center Of NY #2,34-10,108 Street,34-10 108 Street,Corona,Queens,4,11368.0,40.75586,-73.860887,1022790.9579,214687.3749,4043525.0,4017490007.0,403.0,21,38100,QN26,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 148,,NYCACS: Seats in Contract,,,,City Leased,Non-public,The Child Center of NY Inc.,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS;NYCDCAS,NYCACS: Contractor Data;NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCACS: 2016-08-27;NYCDCAS: 2016-10-20,acs_facilities_daycareheadstart;dcas_facilities_colp,
11731,11130,0101000020E610000016139B8F6B7F52C0BABE0F0709514440,40917,,NYCACS: 364601,Zion Day Care Center,5000,14 Avenue,5000 14 Avenue,Brooklyn,Brooklyn,3,11219.0,40.633088,-73.99094,986764.7394,169927.6295,3138079.0,3056490038.0,312.0,44,23600,BK88,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 80,,NYCACS: Seats in Contract,,,,,Non-public,Bnos Zion of Bobov Inc,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11732,11131,0101000020E610000076711B0DE07B52C0290989B48D674440,39459,,NYCACS: 745401,Lssmny - Early Life Ctr 12,1951,Park Avenue,1951 Park Avenue,New York,Manhattan,1,10037.0,40.809012,-73.93555,1002091.6504,234028.4084,1054513.0,1017807501.0,111.0,9,24200,MN34,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 54,,NYCACS: Seats in Contract,,,,,Non-public,Lutheran Social Services of NY,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11733,11132,0101000020E6100000172D40DB6A7F52C0A46C91B41B514440,40916,,NYCACS: 380313,Babove 42,1363,50 Street,1363 50 Street,Brooklyn,Brooklyn,3,11219.0,40.633658,-73.990897,986776.6129,170135.0403,3137765.0,3056420048.0,312.0,44,23600,BK88,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 30,,NYCACS: Seats in Contract,,,,,Non-public,"B'Above Worldwide Institute, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11734,11133,0101000020E6100000C87E164B917A52C0CBF27519FE674440,33840,,NYCACS: 150201,Betances Early Childhood,528,East  146 Street,528 East  146 Street,Bronx,Bronx,2,10455.0,40.812442,-73.915118,1007746.568,235283.0495,2093913.0,2022720038.0,201.0,8,4300,BX39,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 62,,NYCACS: Seats in Contract,,,,,Non-public,Sheltering Arms Children & Family Services,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11735,11134,0101000020E610000084F1D3B8377A52C054E6E61BD16D4440,33834,,NYCACS: 119701,Trabajamos Community HS 5,2167,University Avenue,2167 University Avenue,Bronx,Bronx,2,10453.0,40.857944,-73.909651,1009242.6804,251862.6712,2014731.0,2032170060.0,207.0,14,25500,BX30,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 37,,NYCACS: Seats in Contract,,,,,Non-public,"Trabajamos Community Head Start, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11736,11135,0101000020E61000006116DA39CD7A52C063B9A5D5906A4440,33551,,NYCACS: 1600272,Bronxworks Eclc,1130,Grand Concourse,1130 Grand Concourse,Bronx,Bronx,2,10456.0,40.832545,-73.918776,1006727.1093,242606.3721,2002833.0,2024620042.0,204.0,16,18102,BX14,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 55,,NYCACS: Seats in Contract,,,,,Non-public,Bronx Works,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11737,11136,0101000020E61000005FD04202467F52C07FF8F9EFC15B4440,38940,,NYCACS: 752401,Grand Street Sett Essex,60,Essex Street,60 Essex Street,New York,Manhattan,1,10002.0,40.716856,-73.988648,987396.7953,200446.5569,1083429.0,1003510001.0,103.0,1,1800,MN27,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 34,,NYCACS: Seats in Contract,,,,,Non-public,"Grand Street Settlement, Inc.",Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11738,11137,0101000020E610000093196F2BBD7A52C0EA3E00A94D684440,33876,,NYCACS: 108701,Episcopal HS - Pauls House,500,Bergen Avenue,500 Bergen Avenue,Bronx,Bronx,2,10455.0,40.81487,-73.917796,1007004.4116,236166.8288,2112706.0,2022920013.0,201.0,8,4300,BX39,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 25,,NYCACS: Seats in Contract,,,,,Non-public,Sheltering Arms Children & Family Services,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
11739,11138,0101000020E6100000C765DCD4407B52C0A988D349B6564440,45557,,NYCACS: 310904,Bcs Atlantic Av Early Lrn Ctr,1825,Atlantic Avenue,1825 Atlantic Avenue,Brooklyn,Brooklyn,3,11233.0,40.677438,-73.925832,1004822.2589,186094.0094,3397596.0,3017107501.0,303.0,36,29900,BK61,"Education, Child Welfare, and Youth",Child Care and Pre-Kindergarten,Child Care,Dual Enrollment Child Care/Head Start,NYCACS: 20,,NYCACS: Seats in Contract,,,,,Non-public,Brooklyn Bureau of Community Service,Non-public,NYCACS: City,NYC Administration for Childrens Services,NYCACS,NYCACS,NYCACS: Contractor Data,,NYCACS: 2016-08-27,acs_facilities_daycareheadstart,
