Cluster ID,confidence_score,,cartodb_id,the_geom,uid,idold,idagency,facname,addressnum,streetname,address,city,boro,borocode,zipcode,latitude,longitude,xcoord,ycoord,bin,bbl,commboard,council,censtract,nta,facdomain,facgroup,facsubgrp,factype,capacity,util,captype,utilrate,area,areatype,proptype,optype,opname,opabbrev,overlevel,overagency,overabbrev,datasource,dataname,dataurl,datadate,pgtable,uid_merged,canonical_,canonical_capacity,canonical_proptype,canonical_city,canonical_area,canonical_cartodb_id,canonical_censtract,canonical_uid,canonical_latitude,canonical_nta,canonical_pgtable,canonical_util,canonical_the_geom,canonical_overlevel,canonical_addressnum,canonical_dataname,canonical_facdomain,canonical_longitude,canonical_overagency,canonical_boro,canonical_facname,canonical_captype,canonical_opabbrev,canonical_facgroup,canonical_optype,canonical_dataurl,canonical_address,canonical_bin,canonical_datadate,canonical_ycoord,canonical_uid_merged,canonical_borocode,canonical_commboard,canonical_council,canonical_idagency,canonical_zipcode,canonical_opname,canonical_streetname,canonical_overabbrev,canonical_utilrate,canonical_idold,canonical_facsubgrp,canonical_factype,canonical_xcoord,canonical_bbl,canonical_datasource,canonical_areatype
3195,,2926,2287,0101000020E6100000738236397C7852C003B68311FB684440,11289,,,Soundview Lagoons,,,Bronx River Avenue,Bronx,Bronx,2,10473.0,40.820162,-73.882582,1016749.1586,238106.2104,,2036210090.0,209.0,17,2800,BX09,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,NYCSBS: City,NYC Department of Small Business Services,NYCSBS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
327,0.838635,2927,2288,0101000020E6100000FFE7305F5E8852C0172B6A300D474440,22378,,,City Owned Property,,,Block Street,Staten Island,Staten Island,5,10306.0,40.55509,-74.13076,947914.0002,141538.0001,,5050270016.0,503.0,51,13204,SI25,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,b'26',b'',b'city owned',b'bronx',b'',b'4354',b'11800',b'2927',b'40.811925',b'bx52',b'dcas_facilities_colp',b'',b'0101000020e6100000ddcd531d727352c004e78c28ed674440',b'nycdcas: city',b'',b'nycdcas: city owned and leased properties',b'administration of government',b'-73.80384',b'nyc department of citywide administrative services',b'bronx',b'waterfront property',b'',b'nycdcas',b'other property',b'public',b'nycdcas: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page',b'eger place',b'',b'nycdcas: 2016-10-20',b'235143.9118',b'',b'2',b'210.0',b'13',b'',b'10465.0',b'nyc department of citywide administrative services',b'',b'nycdcas',b'',b'',b'miscellaneous use',b'waterfront property',b'1038549.9284',b'2055290558.0',b'nycdcas',b''
327,0.838635,2928,2289,0101000020E610000053B29C84D28852C08A5A9A5B21464440,5939,,,Bed Of Fairlawn Ave,,,Hylan Boulevard,Staten Island,Staten Island,5,10308.0,40.547893,-74.137849,945939.9998,138919.0001,,5050670050.0,595.0,51,15400,SI99,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Transportation,NYCDOT,NYCDOT: City,NYC Department of Transportation,NYCDOT,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,b'26',b'',b'city owned',b'bronx',b'',b'4354',b'11800',b'2927',b'40.811925',b'bx52',b'dcas_facilities_colp',b'',b'0101000020e6100000ddcd531d727352c004e78c28ed674440',b'nycdcas: city',b'',b'nycdcas: city owned and leased properties',b'administration of government',b'-73.80384',b'nyc department of citywide administrative services',b'bronx',b'waterfront property',b'',b'nycdcas',b'other property',b'public',b'nycdcas: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page',b'eger place',b'',b'nycdcas: 2016-10-20',b'235143.9118',b'',b'2',b'210.0',b'13',b'',b'10465.0',b'nyc department of citywide administrative services',b'',b'nycdcas',b'',b'',b'miscellaneous use',b'waterfront property',b'1038549.9284',b'2055290558.0',b'nycdcas',b''
3196,,2929,2290,0101000020E6100000D0D4EB16817452C0C9C6832D76574440,5303,,,City Owned Property,121,Street,121 Street,South Richmond Hill,Queens,4,11419.0,40.683294,-73.820379,1034068.0001,188270.0002,,4096010053.0,410.0,28,16400,QN55,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3197,,2930,2291,0101000020E61000009F01F566D47952C0D690B8C7D2554440,8252,,,E Bklyn Industrial Incubator,1876,Pitkin Avenue,1876 Pitkin Avenue,Brooklyn,Brooklyn,3,11212.0,40.670495,-73.903589,1010994.7432,183570.4989,3252564.0,3037290022.0,316.0,42,90800,BK81,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3198,,2931,2292,0101000020E61000000778D2C2657952C026E1421EC14D4440,10834,,,City Owned Property,7000,Avenue Y,7000 Avenue Y,Brooklyn,Brooklyn,3,11234.0,40.607456,-73.896836,1012895.2374,160605.8451,3238577.0,3084700150.0,356.0,46,70600,BK45,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,NYCSBS: City,NYC Department of Small Business Services,NYCSBS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3199,,2932,2293,0101000020E61000007F30F0DC7B7552C0EA7AA2EBC2634440,11592,,,Flushing Airport,132,Street,132 Street,College Point,Queens,4,11356.0,40.779386,-73.835685,1029756.9999,223271.0,,4042090001.0,407.0,19,90700,QN23,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,NYCSBS: City,NYC Department of Small Business Services,NYCSBS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3200,,2933,2294,0101000020E61000007DB3CD8DE97952C0AD855968E7704440,2253,,,City Owned Property,,,Kingsbridge Avenue,Bronx,Bronx,2,10463.0,40.882062,-73.90488,1010552.9999,260651.0001,,2057560239.0,208.0,11,28700,BX29,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3201,,2934,2295,0101000020E61000002A560DC2DC7652C04167D2A6EA5A4440,5249,,,White Pot Junction R.O.W,73,Avenue,73 Avenue,Ridgewood,Queens,4,11385.0,40.710286,-73.857224,1023832.9999,198084.9999,,4038860695.0,406.0,29,63700,QN19,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3202,,2935,2296,0101000020E61000005B26C3F17C7352C0B4CA4C69FD674440,21015,,,City Owned Property,,,Tierney Place,Bronx,Bronx,2,10465.0,40.812421,-73.804501,1038366.6786,235324.543,,2055250113.0,,13,11800,,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,NYCSBS: City,NYC Department of Small Business Services,NYCSBS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3203,,2936,2297,0101000020E61000009F8EC70C547552C00458E4D70F634440,12991,,,Flushing Airport,135,Street,135 Street,College Point,Queens,4,11356.0,40.773921,-73.833255,1030434.0001,221281.0001,,4043060019.0,407.0,19,90700,QN23,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,NYCSBS: City,NYC Department of Small Business Services,NYCSBS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3204,,2937,2298,0101000020E6100000C79FA86C587D52C08DEE2076A6564440,8884,,,City Owned Property,,,Bergen Street,Brooklyn,Brooklyn,3,11238.0,40.676955,-73.958522,995754.9999,185911.9999,,3011490116.0,308.0,35,30500,BK61,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3205,,2938,2299,0101000020E610000024B55032397352C04A24D1CB285C4440,10175,,,Goethals Ave,167,Street,167 Street,Jamaica,Queens,4,11432.0,40.719995,-73.800366,1039587.9999,201653.0,,4070270029.0,408.0,24,126500,QN38,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3206,,2939,2300,0101000020E61000000AB952CF827552C050E449D235714440,14646,,,City Owned Property,,,Marolla Place,Bronx,Bronx,2,10466.0,40.884455,-73.836109,1029567.9999,261550.9999,,2049220017.0,212.0,12,48400,BX03,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,0.960186,2940,2301,0101000020E61000006AF981AB3C7A52C0CA1649BBD1474440,13693,,,Park & Street (Breezy Point),,,Rockaway Point Blvd,Breezy Point,Queens,4,11697.0,40.561088,-73.909953,1009270.359,143708.8961,4464630.0,4163500350.0,414.0,32,91601,QN10,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,b'3910',b'',b'city owned',b'brooklyn',b'',b'3267',b'7800',b'2940',b'40.647749',b'bk32',b'dcas_facilities_colp',b'',b'0101000020e6100000784485eae68052c023827170e9524440',b'nycdcas: city',b'3',b'nycdcas: city owned and leased properties',b'administration of government',b'-74.014094',b'nyc department of citywide administrative services',b'brooklyn',b'city owned property',b'',b'nycdcas',b'other property',b'public',b'nycdcas: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page',b'3 ave',b'',b'nycdcas: 2016-10-20',b'175268.9999',b'',b'3',b'307.0',b'38',b'',b'11220.0',b'nyc department of citywide administrative services',b'ave',b'nycdcas',b'',b'',b'miscellaneous use',b'no use-vacant land',b'980338.9999',b'3007820001.0',b'nycdcas',b''
3207,,2941,2302,0101000020E6100000AD8905BEA27A52C0EA5DBC1FB7534440,2355,,,City Owned Property,,,East 94 Street,Brooklyn,Brooklyn,3,11236.0,40.654026,-73.916183,1007507.0001,177566.9999,,3047150026.0,317.0,42,88800,BK96,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3208,,2942,2303,0101000020E61000003410CB660E8B52C0BB9866BAD7474440,18049,,,"Challenger Drive""""",,,Challenger Drive,Staten Island,Staten Island,5,10312.0,40.561271,-74.172754,936248.9999,143810.0002,,5056530094.0,503.0,51,17008,SI48,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3209,,2943,2304,0101000020E61000001F4C8A8F4F7D52C0E2E995B20C694440,22953,,,City Owned Property,,,Riverside Drive,New York,Manhattan,1,10031.0,40.8207,-73.957981,995880.0,238282.9999,,1020010002.0,109.0,7,22302,MN06,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3210,,2944,2306,0101000020E61000005AB741EDB78A52C036E675C421434440,633,,,City Owned Property,,,Boardwalk Avenue,Staten Island,Staten Island,5,10312.0,40.524468,-74.167476,937689.9541,130399.013,,5063920001.0,503.0,51,17600,SI01,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3211,,2945,2307,0101000020E6100000C0081A33897752C0AC545051F55D4440,10866,,,Park Strip,60,Avenue,60 Avenue,Elmhurst,Queens,4,11373.0,40.734049,-73.867749,1020901.9998,206738.0,,4018750100.0,404.0,25,68300,QN29,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Transportation,NYCDOT,NYCDOT: City,NYC Department of Transportation,NYCDOT,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3212,,2946,2308,0101000020E6100000A2B8E34D7E7252C06EBE11DDB34C4440,16389,,,City Owned Property,,,Almeda Avenue,,Queens,4,,40.599239,-73.788959,1042855.9999,157666.0,,4159800800.0,,31,97203,,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3213,,2947,2309,0101000020E610000006BCCCB0517552C0C3482F6AF7634440,1115,,,Flushing Airport,20,Avenue,20 Avenue,College Point,Queens,4,11356.0,40.780988,-73.833111,1030469.0001,223855.9998,,4041810026.0,407.0,19,90700,QN23,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,NYCSBS: City,NYC Department of Small Business Services,NYCSBS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3214,,2948,2310,0101000020E61000005A2A6F47387152C0EDF2AD0FEB4D4440,23965,,,City Owned Property,,,Bay 32 Street,,Queens,4,,40.608736,-73.76906,1048372.7741,161139.8808,,4156980040.0,414.0,31,100801,QN15,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215,,2949,2311,0101000020E610000029EACC3D247552C0240B98C0AD534440,28727,,,Hamilton Beach,99-62,Rau Court,99-62 Rau Court,Howard Beach,Queens,4,11414.0,40.65374,-73.830337,1031327.0,177497.0,,,410.0,32,88400,QN57,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3216,,2950,2312,0101000020E6100000D6A88768748052C016BD5301F74C4440,13483,,,City Owned Property,,,Cropsey Avenue,Brooklyn,Brooklyn,3,11214.0,40.601288,-74.007105,982277.0,158342.0,,3064640026.0,311.0,43,28000,BK27,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3217,,2951,2313,0101000020E610000082A966D6527552C0D0F0660DDE634440,5254,,,Flushing Airport,20,Avenue,20 Avenue,College Point,Queens,4,11356.0,40.780214,-73.833181,1030450.0001,223574.0001,,4041810001.0,407.0,19,90700,QN23,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Small Business Services,NYCSBS,NYCSBS: City,NYC Department of Small Business Services,NYCSBS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3218,,2952,2314,0101000020E61000004CC5C6BC8E8952C0B4AED172A0514440,14320,,,City Owned Property,,,Richmond Terrace,Staten Island,Staten Island,5,10303.0,40.637709,-74.149337,942802.9583,171646.3109,,5011090008.0,501.0,49,22300,SI12,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3219,,2953,2315,0101000020E61000007B1002F2258152C03579CA6ABA504440,20461,,,"Stewart Avenue""""",,,Ovington Avenue,Brooklyn,Brooklyn,3,11209.0,40.630689,-74.017941,979270.0001,169053.9999,,3058940019.0,310.0,43,13400,BK31,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3220,,2954,2316,0101000020E610000016C1FF56B28C52C031CF4A5AF1434440,4140,,,City Owned Property,,,Addison Avenue,Staten Island,Staten Island,5,10309.0,40.530803,-74.198385,929102.0,132725.0,,5068530044.0,503.0,51,20804,SI32,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,0.960186,2955,2341,0101000020E6100000B11875ADBD8952C0AA0A0DC4B2454440,8570,,,Sycamore Street,,,Sycamore Street,Staten Island,Staten Island,5,10308.0,40.544518,-74.152202,941948.9999,137695.9999,,5052530065.0,503.0,51,15601,SI54,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Transportation,NYCDOT,NYCDOT: City,NYC Department of Transportation,NYCDOT,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,b'3996',b'',b'city owned',b'brooklyn',b'',b'3354',b'31500',b'2955',b'40.675871',b'bk61',b'dcas_facilities_colp',b'',b'0101000020e610000047753a90f57c52c04ca8e0f082564440',b'nycdcas: city',b'',b'nycdcas: city owned and leased properties',b'administration of government',b'-73.952488',b'nyc department of citywide administrative services',b'brooklyn',b'city owned property',b'',b'nycdcas',b'other property',b'public',b'nycdcas: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page',b'rogers avenue',b'',b'nycdcas: 2016-10-20',b'185518.0001',b'',b'3',b'308.0',b'36',b'',b'11216.0',b'nyc department of citywide administrative services',b'',b'nycdcas',b'',b'',b'miscellaneous use',b'no use-vacant land',b'997428.9999',b'3012190103.0',b'nycdcas',b''
3221,,2956,31431,0101000020E61000001135D1E7A38152C0868E1D54E2504440,55953,,NYCHHS: 2692,Treasure Island,347,74 Street,347 74 Street,Brooklyn,Brooklyn,3,11209.0,40.631907,-74.025629,977136.3337,169498.2308,3339305.0,3059180027.0,310.0,43,6600,BK31,Health and Human Services,Human Services,Community Centers and Community School Programs,Community Schools - DOE,,,,,,,,Non-public,Treasure Island,Non-public,NYCDOE: City,NYC Department of Education,NYCDOE,NYCHHS,NYCHHS: HHS Accelerator - Selected Proposals,,NYCHHS: 2016-08-27,hhs_facilities_proposals,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3222,,2957,2317,0101000020E6100000C3F01131258152C04ED53DB2B9504440,17806,,,"Stewart Avenue""""",,,Ovington Avenue,Brooklyn,Brooklyn,3,11209.0,40.630667,-74.017895,979283.0001,169045.9999,,3058940020.0,310.0,43,13400,BK31,Administration of Government,Other Property,Miscellaneous Use,No Use-Vacant Land,,,,,,,City Owned,Public,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS: City,NYC Department of Citywide Administrative Services,NYCDCAS,NYCDCAS,NYCDCAS: City Owned and Leased Properties,NYCDCAS: http://www1.nyc.gov/site/planning/data-maps/open-data/dwn-colp.page,NYCDCAS: 2016-10-20,dcas_facilities_colp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
